transformer,encoder,model,split_number,fit_time,score_time,test_r2,train_r2,test_mean_absolute_error,train_mean_absolute_error,test_mean_squared_error,train_mean_squared_error,test_root_mean_squared_error,train_root_mean_squared_error,test_mean_absolute_percentage_error,train_mean_absolute_percentage_error
StandardScaler,SumEncoder,GradientBoostingRegressor,0,112.51295304298401,0.3237426280975342,0.9983825119132754,0.9983770142758853,0.09865936740335916,0.0985775569331379,0.017752282692800988,0.017719324964469485,0.1332376924627599,0.1331139548074111,13602070326644.576,13499307741173.258
StandardScaler,SumEncoder,GradientBoostingRegressor,1,111.75738883018494,0.32857441902160645,0.9983669163793285,0.998385014545819,0.09858878153986941,0.09820922825605216,0.01785382808837828,0.01764923684490274,0.13361821765155482,0.13285043035271937,12575333780145.56,12596204221921.992
StandardScaler,SumEncoder,GradientBoostingRegressor,2,112.64371728897095,0.32373046875,0.9983711461555342,0.9983882661452078,0.09841764369718167,0.09831134131994944,0.017666089346562483,0.01764857857504293,0.13291384181703003,0.13284795284475756,12878424866875.549,13049351896840.229
StandardScaler,SumEncoder,GradientBoostingRegressor,3,112.16915965080261,0.3160834312438965,0.9983854946971765,0.9983945335286378,0.09793212296753959,0.09781869285842976,0.017580225330225876,0.0175627120804158,0.13259044207719453,0.13252438296561053,11586612031888.85,11668572357993.666
StandardScaler,SumEncoder,GradientBoostingRegressor,4,112.79632306098938,0.32298731803894043,0.9984014011204202,0.9983882230924381,0.0979630352153731,0.09788220751523632,0.017589841327038502,0.017585613235244144,0.13262669914854439,0.13261075836916153,12353213695446.51,12182866999259.8
MinMaxScaler,OneHotEncoder,LinearRegression,0,2.7589142322540283,0.0697774887084961,0.9962758477750945,0.9963728305055356,0.14353152688345563,0.14326889415719968,0.04087337868523421,0.039600468456791126,0.202171656483381,0.19899866445981773,66669292134245.164,65260295867187.94
MinMaxScaler,OneHotEncoder,LinearRegression,1,2.760901927947998,0.05344700813293457,0.9962527931757804,0.9963784572835059,0.14334700783799492,0.14331257199982844,0.040966663068793194,0.03957773426495134,0.20240223088887432,0.19894153479088106,65708750820057.38,65347681514758.336
MinMaxScaler,OneHotEncoder,LinearRegression,2,2.781731128692627,0.05859732627868652,0.9963894033049109,0.9963443914495473,0.1435815343017645,0.14326076587505618,0.0391595133145711,0.040029124256733904,0.1978876279977379,0.20007279739318362,64335018947517.91,65917919695344.08
MinMaxScaler,OneHotEncoder,LinearRegression,3,2.7879998683929443,0.053662776947021484,0.9963589710248597,0.9963519198339593,0.14320771739993385,0.14333031929060203,0.03964688731892411,0.03990751768742135,0.19911526139129593,0.19976866042355432,65311138930504.82,65313380043832.24
MinMaxScaler,OneHotEncoder,LinearRegression,4,2.80069637298584,0.05374932289123535,0.9964851381034252,0.9963199814640352,0.14294424073390635,0.14335867945040653,0.03867503214030468,0.040151575797112406,0.1966596861085278,0.20037858118349977,64948242716757.16,65086603826503.85
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,0,7.962898015975952,0.0972747802734375,0.9993175870040814,0.9999999766529829,0.05732541168771782,2.1761782723946165e-06,0.007489630691080568,2.548965014974486e-07,0.08654265243843967,0.0005048727577295577,0.006582820412409349,2.5945096360634283e-07
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,1,7.970327615737915,0.09635567665100098,0.9993293661512744,0.999999970107749,0.05710284475733673,2.477160868816952e-06,0.007331762620011742,3.2667502724471547e-07,0.08562571237666722,0.0005715549205848161,0.0065565934393665435,2.974420823636068e-07
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,2,7.969705104827881,0.0973050594329834,0.9993126255421432,0.9999999759384861,0.057263195751463415,2.2225339569137125e-06,0.007455069482324153,2.6347496331153826e-07,0.08634274423669978,0.0005132981232300954,0.006573829354073335,2.656965777800504e-07
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,3,8.015052556991577,0.09777188301086426,0.9993249473839064,0.9999999730308791,0.05730088388788081,2.336367807686371e-06,0.007350596544916676,2.950238541079611e-07,0.08573562004742648,0.0005431609836024317,0.0065762421821026,2.843088841842369e-07
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,4,8.018359184265137,0.09656310081481934,0.9993224154968254,0.9999999761523448,0.057075051219030934,2.1811435218424805e-06,0.007455656355541478,2.601945950824656e-07,0.08634614267899567,0.0005100927318463434,0.006553226497072509,2.6505680145202417e-07
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,0,115.53861784934998,0.35070276260375977,0.9983825119132754,0.9983770142758853,0.09865936740335896,0.09857755693313765,0.01775228269280103,0.01771932496446952,0.13323769246276007,0.13311395480741123,13602070326643.057,13499307741171.688
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,1,115.26703810691833,0.35124802589416504,0.9983669138861152,0.998385014545819,0.09858889238796667,0.09820922825605714,0.01785385534564869,0.01764923684490299,0.1336183196483502,0.13285043035272032,12575333780163.611,12596204221943.15
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,2,114.9701840877533,0.35265111923217773,0.9983711454720188,0.9983882661452078,0.09841782780543709,0.09831134131994877,0.01766609675977793,0.017648578575043025,0.13291386970432367,0.13284795284475792,12878424866872.23,13049351896836.516
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,3,123.15091562271118,0.3527812957763672,0.9983855019144117,0.9983945335286379,0.09793196386691154,0.09781869285841825,0.017580146742302283,0.01756271208041499,0.1325901457209482,0.13252438296560745,11587230338538.383,11668572357946.754
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,4,117.67148303985596,0.3468492031097412,0.9984014011204202,0.9983882230924381,0.09796303521537071,0.097882207515234,0.017589841327038315,0.017585613235243963,0.13262669914854366,0.13261075836916084,12353213695437.232,12182866999250.715
MinMaxScaler,HelmertEncoder,LinearRegression,0,2.1522183418273926,0.05475616455078125,0.9962758477328,0.9963728463461787,0.14353105444085915,0.14326917714051024,0.04087337914942581,0.03960029551287794,0.20217165763139455,0.19899822992398183,66656916180522.05,65250517989950.31
MinMaxScaler,HelmertEncoder,LinearRegression,1,2.1662988662719727,0.040280818939208984,0.9962528354925775,0.9963784800030687,0.14335430375356495,0.14331866781828634,0.04096620043674447,0.03957748597606169,0.2024010880325115,0.19894091076513573,65790084192784.87,65431066465702.13
MinMaxScaler,HelmertEncoder,LinearRegression,2,2.19944429397583,0.04981875419616699,0.9963893987862544,0.9963443982999095,0.1435727858686497,0.14325213893963765,0.039159562322644836,0.040029049244873834,0.1978877518257379,0.20007260993167914,64299228042540.234,65882891557022.63
MinMaxScaler,HelmertEncoder,LinearRegression,3,2.1575570106506348,0.0398557186126709,0.9963590591435538,0.9963519678987076,0.14322261617169807,0.1433448800276371,0.03964592780117319,0.03990699189174132,0.19911285192365957,0.19976734440779184,65403680302931.336,65403604797671.86
MinMaxScaler,HelmertEncoder,LinearRegression,4,2.2013323307037354,0.050962209701538086,0.9964851999802307,0.9963200832930157,0.142988641895427,0.14340168446596313,0.03867435129209192,0.040150464771722495,0.196657955069435,0.20037580884857956,65348664265999.18,65484283841685.89
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,0,9.411095380783081,0.0936117172241211,0.9992869762941817,0.9999999766529829,0.0584877116916122,2.1761782723946165e-06,0.00782558987373215,2.548965014974486e-07,0.08846236416540172,0.0005048727577295577,0.006717081284831925,2.5945096360634283e-07
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,1,9.389893770217896,0.0923621654510498,0.9992896391920079,0.999999970107749,0.0584670939628882,2.477160868816952e-06,0.007766081042070156,3.2667502724471547e-07,0.08812537115990011,0.0005715549205848161,0.0067120596638984235,2.974420823636068e-07
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,2,9.420019388198853,0.09198427200317383,0.9992789225119892,0.9999999759384861,0.05851794366138815,2.2225339569137125e-06,0.007820603040766858,2.6347496331153826e-07,0.08843417348947667,0.0005132981232300954,0.0067167921648598715,2.656965777800504e-07
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,3,9.442611932754517,0.09317898750305176,0.9992852694903895,0.9999999730308791,0.058462630536083735,2.336367807686371e-06,0.007782646106745125,2.950238541079611e-07,0.08821930688202625,0.0005431609836024317,0.006710530354151269,2.843088841842369e-07
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,4,9.45785117149353,0.09328436851501465,0.9992891653794508,0.9999999761523448,0.05830996591062496,2.1811435218424805e-06,0.007821516920186922,2.601945950824656e-07,0.0884393403423325,0.0005100927318463434,0.0066951433636770665,2.6505680145202417e-07
MinMaxScaler,HelmertEncoder,GradientBoostingRegressor,0,127.1433277130127,0.319530725479126,0.9984037036730207,0.9983979328386687,0.09756311706117828,0.09747709520049543,0.01751969853169251,0.01749094167912062,0.1323619980647486,0.13225332388685215,11753762308326.377,11631945366138.727
MinMaxScaler,HelmertEncoder,GradientBoostingRegressor,1,126.69050574302673,0.31867361068725586,0.9983843706499768,0.9984041046771323,0.09822717477444398,0.09780262745558659,0.01766300776318676,0.0174406119015166,0.13290224890191574,0.1320629088787484,13574067608059.168,13555283210478.441
MinMaxScaler,HelmertEncoder,GradientBoostingRegressor,2,126.98226022720337,0.3202488422393799,0.9983925440485792,0.9984098760370456,0.09760099713552521,0.09746469951619216,0.01743401383429669,0.01741194901429756,0.13203792574217715,0.1319543444313129,12354338962735.041,12466184733263.61
MinMaxScaler,HelmertEncoder,GradientBoostingRegressor,3,127.61204314231873,0.31971120834350586,0.9984091585646268,0.9984179013711716,0.09710083102548897,0.09703171058543351,0.01732255127909026,0.017307083764483342,0.13161516356062572,0.13155639005568426,11407576782517.574,11497221042105.129
MinMaxScaler,HelmertEncoder,GradientBoostingRegressor,4,127.47719740867615,0.31688666343688965,0.998412649523419,0.9983984946828314,0.09747470495352865,0.09745763210475024,0.01746607192718524,0.017473543000760598,0.13215926727696867,0.13218752967190436,12096165030916.566,11960934626692.53
