split_number,model,split,with_customers,R2,MAE,MAPE,MSE,RMSE
2,DecisionTreeRegressor,Train,True,0.9998370105415615,0.014479666157274728,0.0016669502997662452,0.0017847439610473922,0.042246230140065656
2,DecisionTreeRegressor,Train,False,0.6008421262328826,0.9990691207553075,2229262427076403.8,4.370801716474623,2.0906462437424995
2,DecisionTreeRegressor,Test,True,0.9987676734741028,0.07593624183040966,0.00869673672275318,0.013365465897757512,0.11560910819549432
2,DecisionTreeRegressor,Test,False,-0.7246169073511701,2.678927805933677,5718397802957733.0,18.704708514747495,4.324894046649871
2,GradientBoostingRegressor,Train,True,0.9971102155122956,0.12951151728373064,9295342145961.898,0.03164330664430071,0.17788565609486537
2,GradientBoostingRegressor,Train,False,0.0036323256742128995,2.4685099983131567,5557368277804477.0,10.910283442695642,3.3030718191852326
2,GradientBoostingRegressor,Test,True,0.9970740015156441,0.1297591081254388,9119464970825.596,0.031734554225453605,0.17814194965098368
2,GradientBoostingRegressor,Test,False,0.003238475437469135,2.4579149102432964,5488610555090469.0,10.810594339059849,3.2879468272859658
2,ExtraTreesRegressor,Train,True,0.9998370105415615,0.014479666157281848,0.0016669502997670564,0.0017847439610473926,0.04224623014006566
2,ExtraTreesRegressor,Train,False,0.6008421262328827,0.9990691207553126,2229262427076403.5,4.370801716474623,2.0906462437424995
2,ExtraTreesRegressor,Test,True,0.9990186787268952,0.06820694324904485,0.007817556936044348,0.010643133726977816,0.10316556463751757
2,ExtraTreesRegressor,Test,False,-0.42884761416458517,2.68045920509886,5878700381616480.0,15.496878188437542,3.936607446575991
2,CatBoostRegressor,Train,True,0.9986065512838476,0.09034600886251615,16730766083180.873,0.01525834372975848,0.1235246685069767
2,CatBoostRegressor,Train,False,0.009759054740338557,2.4616675216495354,5540354179397121.0,10.843195406410981,3.292900758664157
2,CatBoostRegressor,Test,True,0.9985771932170123,0.091237019464393,16476298287325.57,0.015431361037429083,0.12422302941656625
2,CatBoostRegressor,Test,False,0.004951895978805521,2.4570331289983915,5483551613732450.0,10.79201106317274,3.285119642139802
3,LinearRegression,Train,True,0.4523351930046905,1.9382000944226427,3258943610513688.0,5.991080781446877,2.4476684378091074
3,LinearRegression,Train,False,0.00021539579010643184,2.46900767380017,5558869900544917.0,10.936964090737469,3.3071081159734512
3,LinearRegression,Test,True,0.45389509406191664,1.9347948101655796,3240101190511416.0,5.94649474581698,2.438543570620993
3,LinearRegression,Test,False,0.0001789316228864024,2.4632841743235057,5526972378393239.0,10.886975497223808,3.299541710180947
3,DecisionTreeRegressor,Train,True,0.9998364613786627,0.014514159725745287,0.0016708482509105893,0.0017890013723786595,0.04229658818839481
3,DecisionTreeRegressor,Train,False,0.6026382860320945,0.9937681823087653,2217026831596878.5,4.346867093572984,2.084914169353977
3,DecisionTreeRegressor,Test,True,0.9987814915424111,0.0756015985244779,0.00866360746731909,0.013268245829689627,0.11518787188627815
3,DecisionTreeRegressor,Test,False,-0.7087688543590702,2.6652700596425363,5690213330992970.0,18.606653966617127,4.313543087372274
3,GradientBoostingRegressor,Train,True,0.9971032558244189,0.12934028170249978,8374295412410.401,0.03168841257904798,0.17801239445344244
3,GradientBoostingRegressor,Train,False,0.003700541336434271,2.4657911761656948,5551163577094466.0,10.898838967055148,3.3013389657917815
3,GradientBoostingRegressor,Test,True,0.9970784074295563,0.12975436503387655,8351849808231.169,0.03181299907884544,0.17836198888453067
3,GradientBoostingRegressor,Test,False,0.002854390199273582,2.4611260559643675,5521467917382809.0,10.857842632468074,3.2951240693588573
3,ExtraTreesRegressor,Train,True,0.9998364613786627,0.014514159725752403,0.0016708482509114012,0.0017890013723786595,0.04229658818839481
3,ExtraTreesRegressor,Train,False,0.6026382860320945,0.9937681823087707,2217026831596878.5,4.346867093572984,2.084914169353977
3,ExtraTreesRegressor,Test,True,0.9990332719551825,0.06787958697284824,6632512949.236149,0.01052662808305256,0.10259935712787172
3,ExtraTreesRegressor,Test,False,-0.427297608328423,2.6781287206646387,5908620407053377.0,15.541734996983166,3.942300723813845
3,CatBoostRegressor,Train,True,0.9986137356451074,0.09052341838114472,17452823097669.447,0.015164789901633367,0.12314540146360872
3,CatBoostRegressor,Train,False,0.010219656804184019,2.4584348439985066,5532571496116628.0,10.827524274396428,3.2905203652912447
3,CatBoostRegressor,Test,True,0.9986038462947626,0.09081194643211096,17631372787835.473,0.015202611407208438,0.12329887025925436
3,CatBoostRegressor,Test,False,0.004677974244112426,2.4596456889359803,5515700698319152.0,10.837985764633197,3.292109622207802
4,LinearRegression,Train,True,0.45217098713059145,1.9354013190419963,3251406514217482.5,5.9771976469995485,2.4448308013029343
4,LinearRegression,Train,False,0.00021677257401953032,2.4625439093760093,5544346946645304.0,10.908334195700437,3.302776740214276
4,LinearRegression,Test,True,0.454521143741325,1.9369307418647648,3287226752615094.0,6.002060086121414,2.4499102200124425
4,LinearRegression,Test,False,0.0001625483771667824,2.473494404694837,5603221799072304.0,11.0014978438485,3.316850591125337
4,DecisionTreeRegressor,Train,True,0.9998370087493738,0.014450827874384549,0.001663519379454379,0.001778348529994906,0.04217046988112542
4,DecisionTreeRegressor,Train,False,0.6032683592784194,0.989553408817395,2207455906880347.8,4.328619649022828,2.08053350105756
4,DecisionTreeRegressor,Test,True,0.9987951007123173,0.07556501764583985,0.00866067541439959,0.01325785195781648,0.11514274600606188
4,DecisionTreeRegressor,Test,False,-0.697504148407567,2.6766018113771866,5797165331097726.0,18.678124327427675,4.321819562108959
4,GradientBoostingRegressor,Train,True,0.9970946339941239,0.12960408974213275,9186685928195.572,0.031699574951381926,0.17804374448820695
4,GradientBoostingRegressor,Train,False,0.0036956413299330526,2.4593787716333257,5536854458569134.0,10.870377304674983,3.2970255238130903
4,GradientBoostingRegressor,Test,True,0.9971158484626522,0.12954149528878126,9282540374348.346,0.03173514541585051,0.17814360896717713
4,GradientBoostingRegressor,Test,False,0.0031073090876585496,2.471073212746472,5597011636952976.0,10.96909579834146,3.3119625297308937
4,ExtraTreesRegressor,Train,True,0.9998370087491039,0.014450829852581963,0.0016635195944553081,0.0017783485329391088,0.042170469916033765
4,ExtraTreesRegressor,Train,False,0.6032683592784194,0.9895534088174007,2207455906880347.8,4.328619649022828,2.08053350105756
4,ExtraTreesRegressor,Test,True,0.9990343978957102,0.0680923538749281,0.007808695829006919,0.010624796511789523,0.10307665357290914
4,ExtraTreesRegressor,Test,False,-0.4159751604783295,2.6884872218277254,5986694429725831.0,15.580380240469102,3.9471990373515626
4,CatBoostRegressor,Train,True,0.9985713197519897,0.09141776797044353,17319524322623.873,0.015587900633437391,0.12485151434178679
4,CatBoostRegressor,Train,False,0.010365817911765607,2.451806918973608,5518139419088629.0,10.797601013472047,3.285970330583045
4,CatBoostRegressor,Test,True,0.9985865139145012,0.0917338347351258,17384800141944.062,0.015552992235573215,0.12471163632786322
4,CatBoostRegressor,Test,False,0.004866297001300923,2.469262582481808,5592323058569874.0,10.949741150535576,3.3090393093064905
