transformer,encoder,model,split_number,fit_time,score_time,test_r2,train_r2,test_mean_absolute_error,train_mean_absolute_error,test_mean_squared_error,train_mean_squared_error,test_root_mean_squared_error,train_root_mean_squared_error,test_mean_absolute_percentage_error,train_mean_absolute_percentage_error
StandardScaler,SumEncoder,LinearRegression,3,2.621610403060913,0.058977365493774414,0.9821748823679071,0.9821699645864985,0.2470766097007756,0.24712616825686537,0.108824314370634,0.10938754433461322,0.3298853048722146,0.33073787859060416,87430289937145.17,87637102331552.14
StandardScaler,SumEncoder,LinearRegression,4,2.3413329124450684,0.0643148422241211,0.982385989884378,0.9821164279641871,0.24649693014546656,0.24714544048385212,0.10869705062410717,0.10942087907777127,0.3296923575457993,0.3307882692565915,86901518212662.44,87061907474659.98
StandardScaler,SumEncoder,DecisionTreeRegressor,0,7.797099590301514,0.08898758888244629,0.9961455354773087,0.9999165684957387,0.0825962214877673,0.0010759096947057954,0.02373432747686155,0.0005107579709082998,0.15405949330327406,0.022599955108546118,1940050723034.3228,0.00016239817890139455
StandardScaler,SumEncoder,DecisionTreeRegressor,1,7.834411859512329,0.0969839096069336,0.9961047764914468,0.9999148518829599,0.08276014354353771,0.0010933883712798062,0.023871617106491355,0.0005218890183714558,0.15450442422950664,0.022844890421524367,1731156602266.659,0.00016503533502301251
StandardScaler,SumEncoder,DecisionTreeRegressor,2,7.897655725479126,0.0990912914276123,0.9959978239509708,0.9999186141659571,0.0833677419109324,0.001069996572030755,0.024344088512117175,0.0004997561606160964,0.1560259225645443,0.022355226695699074,1194219054866.6326,0.00016145371071818083
StandardScaler,SumEncoder,DecisionTreeRegressor,3,8.080948829650879,0.10079336166381836,0.9961952212456322,0.9999180704120756,0.08302455551747816,0.0010670876024401618,0.023228595054573736,0.0005026392950748045,0.15240930107632453,0.02241961853098318,1354267449367.115,0.00016096904446562252
StandardScaler,SumEncoder,DecisionTreeRegressor,4,8.272212266921997,0.09838080406188965,0.9964925040975088,0.9999215763086832,0.08258321395922004,0.001034651498057063,0.021644955190459586,0.00047983642346292226,0.147122245736189,0.02190516887547143,1133045111356.3352,0.00015598089529348204
StandardScaler,SumEncoder,GradientBoostingRegressor,0,110.58197045326233,0.3200185298919678,0.9856195775769535,0.9856978254267993,0.2129622381139764,0.2125476865406213,0.08854917538737006,0.08755625023504869,0.29757213476293454,0.2958990541300338,24858662647668.11,23783767062993.312
StandardScaler,SumEncoder,GradientBoostingRegressor,1,105.40462684631348,0.3029012680053711,0.9854677336313555,0.985580870209836,0.21342099126188083,0.21333838388664914,0.08906002381636803,0.08837759134965105,0.29842926099222916,0.2972836883343098,23828308773872.4,23458241861008.977
StandardScaler,SumEncoder,GradientBoostingRegressor,2,109.52298140525818,0.36840081214904785,0.9854450829802516,0.985574839415396,0.21393273074627223,0.2131323889462665,0.08853338380784774,0.08857884120512143,0.2975455995437468,0.29762197701971105,22779337138972.45,23655448714846.16
StandardScaler,SumEncoder,GradientBoostingRegressor,3,106.25760555267334,0.31194448471069336,0.9856919606190157,0.9856392916381234,0.21236992129398743,0.21272852147903482,0.0873521627043998,0.08810316896071325,0.29555399287507483,0.2968217797950704,23350298145000.152,23375164300369.973
StandardScaler,SumEncoder,GradientBoostingRegressor,4,103.66383624076843,0.3238694667816162,0.9856987841690793,0.9854809747521996,0.21327105623708698,0.21382647153786544,0.08825361010671631,0.08883485372973834,0.29707509169689117,0.29805176350717727,24045648386783.27,24383580655229.977
MinMaxScaler,OneHotEncoder,LinearRegression,0,2.9088315963745117,0.07322406768798828,0.9821488527553879,0.9821750700465979,0.2471221740937347,0.24723521008669033,0.10992057964136348,0.10912214918329181,0.3315427267206498,0.3303364181910493,89000740729637.48,88124122871048.25
MinMaxScaler,OneHotEncoder,LinearRegression,1,2.8609397411346436,0.05331993103027344,0.9820622186703092,0.9821973809078057,0.24752584519797927,0.24706799743695995,0.10993049479756252,0.1091156413722486,0.33155767944290254,0.3303265677662767,88192398870178.73,87466614351653.53
MinMaxScaler,OneHotEncoder,LinearRegression,2,2.8226888179779053,0.05344271659851074,0.9820587708170279,0.9821971490944694,0.24749097120773778,0.2469628841854127,0.10913134902009147,0.10931981617192735,0.33035034284845455,0.3306354732510221,86339768062573.97,87531495287074.02
MinMaxScaler,OneHotEncoder,LinearRegression,3,2.8976991176605225,0.059857845306396484,0.9821750247988498,0.9821695728221188,0.24707445990929036,0.24712323811763262,0.10882344481397757,0.10938994781517007,0.329883986901422,0.33074151208333386,87376442735198.95,87580432384054.92
MinMaxScaler,OneHotEncoder,LinearRegression,4,2.8924388885498047,0.05284881591796875,0.982386019068504,0.982116081380672,0.24649782806428663,0.24715054252772892,0.10869687052721808,0.10942299965372919,0.3296920844169876,0.33079147457836516,86999072621083.7,87163743632488.2
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,0,7.753049850463867,0.09402704238891602,0.996111682824191,0.9999165684957387,0.08277384231875368,0.0010759096947057954,0.02394277924761323,0.0005107579709082998,0.15473454445473134,0.022599955108546118,1948977478970.206,0.00016239817890139455
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,1,7.839086294174194,0.09319734573364258,0.9961590388452586,0.9999148518829599,0.08265198255167051,0.0010933883712798062,0.023539073895389916,0.0005218890183714558,0.1534244892296856,0.022844890421524367,1731486331240.468,0.00016503533502301254
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,2,7.784738302230835,0.09366416931152344,0.9959720677640894,0.9999186141659571,0.08345800522133004,0.001069996572030755,0.024500756006373935,0.0004997561606160964,0.1565271733801321,0.022355226695699074,1194017718082.584,0.00016145371071818083
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,3,7.88911247253418,0.09413862228393555,0.9961371336513029,0.9999180704120756,0.08300477436413924,0.0010670876024401618,0.02358322624168895,0.0005026392950748045,0.15356831132004073,0.02241961853098318,1383925874360.0771,0.00016096904446562252
MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,4,8.101483821868896,0.09711122512817383,0.9964135814845655,0.9999215763086832,0.08270667568901201,0.001034651498057063,0.022131991089619465,0.00047983642346292226,0.14876824624098875,0.02190516887547143,1132616764680.9495,0.00015598089529348204
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,0,107.54644250869751,0.32065486907958984,0.9856195708356047,0.9856978254267992,0.2129626176625972,0.21254768654062212,0.0885492168980339,0.08755625023504894,0.2975722045118359,0.29589905413003426,24859681331290.97,23783767062996.93
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,1,108.84750962257385,0.35622262954711914,0.9854677336313555,0.985580870209836,0.21342099126188055,0.21333838388664886,0.08906002381636804,0.08837759134965108,0.29842926099222916,0.29728368833430985,23828308773871.04,23458241861007.645
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,2,114.02917313575745,0.3288438320159912,0.9854450829802516,0.985574839415396,0.21393273074627142,0.2131323889462658,0.08853338380784767,0.08857884120512137,0.2975455995437467,0.297621977019711,22779337138969.645,23655448714843.344
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,3,113.74558067321777,0.33219289779663086,0.9856919580327232,0.9856392916381235,0.21236999144523533,0.21272852147903515,0.08735217849400109,0.08810316896071303,0.2955540195869464,0.29682177979507,23350298145002.402,23375164300372.445
MinMaxScaler,OneHotEncoder,GradientBoostingRegressor,4,110.14103674888611,0.39573192596435547,0.9856987841690794,0.9854809747521996,0.21327105623708678,0.21382647153786524,0.08825361010671613,0.08883485372973819,0.2970750916968909,0.29805176350717705,24045648386782.51,24383580655229.11
MinMaxScaler,HelmertEncoder,LinearRegression,0,2.2004802227020264,0.04760432243347168,0.9821506556890344,0.9821760295336059,0.24700802470957012,0.24714402788074336,0.10990947786125002,0.1091162753153604,0.33152598368943875,0.3303275273351593,88252313787741.1,87396827068912.12
MinMaxScaler,HelmertEncoder,LinearRegression,1,2.2231178283691406,0.03886556625366211,0.9820625607089223,0.9821980688115981,0.2475091655833336,0.24704834719207427,0.109928398636767,0.10911142507895413,0.3315545183476874,0.3303201856970811,88178758312364.34,87461078662755.86
MinMaxScaler,HelmertEncoder,LinearRegression,2,2.2043511867523193,0.039360761642456055,0.9820595275810645,0.9821973568397526,0.24750642507228363,0.2469841191900653,0.1091267458416042,0.10931854049556043,0.33034337565872907,0.33063354411729073,86551912996090.08,87711345384034.06
MinMaxScaler,HelmertEncoder,LinearRegression,3,2.2541210651397705,0.05386996269226074,0.9821748874153597,0.982169969397288,0.24707551935591726,0.24712509546415246,0.10882428355537713,0.10938751482034524,0.329885258166195,0.3307378339717808,87425143215394.2,87632093924161.36
MinMaxScaler,HelmertEncoder,LinearRegression,4,2.223952054977417,0.03919625282287598,0.9823866970931034,0.9821166699486634,0.2465221310764955,0.24717387384831827,0.10869268639914445,0.10941939849245703,0.32968573884707914,0.33078603128375456,87102162389888.23,87263260882215.75
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,0,8.826696872711182,0.09146475791931152,0.9959984669978462,0.9999165684957387,0.08326636038028067,0.0010759096947057954,0.024639919273734094,0.0005107579709082998,0.15697107782561123,0.022599955108546118,2184552105355.8972,0.00016239817890139458
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,1,8.882621765136719,0.09249567985534668,0.9959583226798785,0.9999148518829599,0.08320563000187883,0.001093388371279806,0.024769149508898917,0.0005218890183714558,0.15738217659220155,0.022844890421524367,1937155560313.535,0.00016503533502301251
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,2,9.131194114685059,0.11518526077270508,0.9959683087560646,0.9999186141659571,0.08328019050083371,0.0010699965720307547,0.0245236209735699,0.0004997561606160964,0.15660019467922096,0.022355226695699074,1193286570632.4153,0.00016145371071818083
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,3,9.497220516204834,0.09839344024658203,0.9961369875340641,0.9999180704120756,0.08288004912612218,0.0010670876024401618,0.02358411830358961,0.0005026392950748045,0.15357121573911436,0.02241961853098318,1406854355630.484,0.00016096904446562255
MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,4,9.186799049377441,0.09990429878234863,0.9964172685434066,0.9999215763086832,0.08242297246483225,0.001034651498057063,0.022109238041399543,0.00047983642346292226,0.1486917551224665,0.02190516887547143,1166852874820.2039,0.00015598089529348204
MinMaxScaler,HelmertEncoder,GradientBoostingRegressor,0,118.94403910636902,0.30863237380981445,0.9856612039069803,0.9857263696505838,0.21271692226114,0.21236982632897772,0.0882928562689299,0.08738150581505524,0.29714113863437003,0.29560362957016484,24104621297003.31,23097621712898.277
MinMaxScaler,HelmertEncoder,GradientBoostingRegressor,1,117.94999837875366,0.3064279556274414,0.9856303156280212,0.9857396696233666,0.21239531177387347,0.21234418043469672,0.08806365090880852,0.08740427951462354,0.2967552036760409,0.29564214773036596,22761889906974.156,22386324691988.344
MinMaxScaler,HelmertEncoder,GradientBoostingRegressor,2,119.3260383605957,0.3513643741607666,0.9856338248176716,0.9857539687012091,0.2129336855012027,0.21215060991382106,0.08738532136886373,0.08747888363652687,0.29561008333421873,0.29576829383239656,22545536637402.48,23438256977157.934
