iter	RMSE
280	0.09991433677
281	0.09987613784
282	0.0998092074
283	0.09976667861
284	0.09972450799
285	0.09955375466
286	0.09945746259
287	0.09931894346
288	0.09922595676
289	0.09919075715
290	0.09916392313
291	0.09908266862
292	0.09893613014
293	0.0988881568
294	0.09882770539
295	0.09875246165
296	0.09864613776
297	0.0985452912
298	0.09849303634
299	0.09840803453
300	0.09829040648
301	0.09821751552
302	0.09815437102
303	0.0980392897
304	0.09789707716
305	0.09788013973
306	0.09781559337
307	0.09778144912
308	0.09773943252
309	0.09769104405
310	0.09764338588
311	0.09757253766
312	0.09748195754
313	0.09743591227
314	0.09736674567
315	0.09723458029
316	0.09716140752
317	0.09703881193
318	0.09685663652
319	0.09673130261
320	0.09664330038
321	0.09649056822
322	0.09639161937
323	0.09631915304
324	0.09622386552
325	0.09614204099
326	0.09603148259
327	0.09597659096
328	0.09586102622
329	0.09577050421
330	0.09571417224
331	0.09563378518
332	0.09559364012
333	0.09547713068
334	0.0954089055
335	0.09538155417
336	0.09534983482
337	0.09528690873
338	0.09526811537
339	0.09524309725
340	0.09520258231
341	0.09514907143
342	0.09507211254
343	0.09504011264
344	0.0948977823
345	0.09485751816
346	0.09478649885
347	0.09475586902
348	0.09472224551
349	0.09460044368
350	0.09456881908
351	0.09447872249
352	0.0943696005
353	0.09431445259
354	0.09424216435
355	0.09416430219
356	0.09411612473
357	0.09406954557
358	0.09404371305
359	0.09399516062
360	0.09397173558
361	0.093936163
362	0.09385551886
363	0.09383173284
364	0.09380211864
365	0.09373067907
366	0.09367701075
367	0.09355312143
368	0.09345609688
369	0.09339467464
370	0.09337018734
371	0.09332342476
372	0.09329726832
373	0.09322516608
374	0.093088201
375	0.09301061917
376	0.09299171763
377	0.09293388938
378	0.09290197428
379	0.09284551444
380	0.09270530259
381	0.09267942901
382	0.09262685573
383	0.09252273745
384	0.09248542107
385	0.09246258283
386	0.0923901587
387	0.09236751989
388	0.092298543
389	0.09227084981
390	0.09219822212
391	0.0921160367
392	0.09205268584
393	0.09194751194
394	0.09191993919
395	0.09190039036
396	0.09185671747
397	0.09174616802
398	0.09169310376
399	0.09160855263
400	0.09148062132
401	0.09139712063
402	0.0913253706
403	0.09121807939
404	0.09112821205
405	0.09110500099
406	0.09102146192
407	0.09094276953
408	0.09088401525
409	0.09081548934
410	0.09076298972
411	0.09074775121
412	0.09070708614
413	0.09068069769
414	0.09065715248
415	0.0905505356
416	0.0905248082
417	0.09050301015
418	0.09032492798
419	0.09024226931
420	0.09018317766
421	0.09013919114
422	0.09011835763
423	0.09009329414
424	0.09003264145
425	0.0899445359
426	0.08988082513
427	0.08985765821
428	0.08980087145
429	0.08978282387
430	0.08971684393
431	0.08968997173
432	0.0896644219
433	0.08965532559
434	0.08962700901
435	0.08958161458
436	0.08953606202
437	0.08948906183
438	0.08944841116
439	0.08935529618
440	0.08929579628
441	0.08916886015
442	0.08915489013
443	0.08909722161
444	0.08907232683
445	0.08903440862
446	0.08900694029
447	0.08897549358
448	0.08895744433
449	0.08889532667
450	0.08886911789
451	0.08881890968
452	0.08879889388
453	0.0887661448
454	0.08871403249
455	0.08867015289
456	0.08864500342
457	0.0886068125
458	0.08859423766
459	0.08856162173
460	0.08854184642
461	0.08851319646
462	0.08843999817
463	0.08841641366
464	0.08838842184
465	0.08835550164
466	0.08833673163
467	0.08831128308
468	0.08830315272
469	0.0882785191
470	0.08818680246
471	0.08817300854
472	0.08816070973
473	0.08811191011
474	0.08805420445
475	0.08804167172
476	0.08796238958
477	0.08788289643
478	0.08785897427
479	0.0878326662
480	0.08778970235
481	0.08777345076
482	0.08773386814
483	0.0877070219
484	0.08765245873
485	0.08763770932
486	0.08760795542
487	0.08752489556
488	0.08747553045
489	0.08744057416
490	0.08740510727
491	0.08738363994
492	0.0873396234
493	0.0872992366
494	0.08728277337
495	0.08723704017
496	0.08722119905
497	0.08715943036
498	0.08706330655
499	0.08700198286
500	0.08698526754
501	0.08692112676
502	0.0868903302
503	0.08686265222
504	0.08684221279
505	0.08679325217
506	0.08677964898
507	0.08673307572
508	0.08664883405
509	0.08662665832
510	0.08654803201
511	0.08651024476
512	0.08648964744
513	0.08646345658
514	0.08640451336
515	0.0863222677
516	0.0862504037
517	0.08623657887
518	0.08622212478
519	0.08620371133
520	0.08613174275
521	0.08610855402
522	0.08600649711
523	0.08596188328
524	0.08589523507
525	0.08586816814
526	0.08580975642
527	0.08578366976
528	0.08568868922
529	0.08567069117
530	0.08565003064
531	0.08562281882
532	0.08553267628
533	0.08550884485
534	0.08546979554
535	0.08537893003
536	0.08534173824
537	0.08526987384
538	0.08523045464
539	0.08521602591
540	0.08517762254
541	0.08512128822
542	0.08506524422
543	0.08504279679
544	0.08499677848
545	0.08495604796
546	0.08492074546
547	0.08490748568
548	0.08489500627
549	0.08487866753
550	0.0848654744
551	0.08485400702
552	0.08484356945
553	0.08482257214
554	0.08479988533
555	0.08476720391
556	0.08474213773
557	0.08471160876
558	0.08465257605
559	0.08461405521
560	0.08456008427
561	0.08454365542
562	0.08448827053
563	0.08447376633
564	0.08445496871
565	0.08444620995
566	0.08443557237
567	0.08434574721
568	0.08429439913
569	0.08420937513
570	0.08416338828
571	0.08415095515
572	0.08409944689
573	0.08408966974
574	0.08407169419
575	0.08406058718
576	0.0839614472
577	0.08392383919
578	0.08383180308
579	0.0837816907
580	0.08372578233
581	0.08369683183
582	0.0836811618
583	0.08366459582
584	0.08363237518
585	0.08360333889
586	0.08355040644
587	0.08353354808
588	0.08351950149
589	0.0834520914
590	0.08338313041
591	0.08331956421
592	0.08326099385
593	0.083163797
594	0.08311731447
595	0.08310184969
596	0.083078169
597	0.08306745687
598	0.08297477037
599	0.08297029208
600	0.08295515091
601	0.08292123567
602	0.08287960619
603	0.08286164252
604	0.08284973053
605	0.08283408436
606	0.08279689435
607	0.08274219215
608	0.08270066061
609	0.08265666815
610	0.08263025765
611	0.08259983395
612	0.08254820863
613	0.08249498196
614	0.08245437037
615	0.08240464412
616	0.08235174182
617	0.08229616219
618	0.08225745694
619	0.08222892931
620	0.08220523813
621	0.0821762597
622	0.08209740493
623	0.08208791762
624	0.08205600846
625	0.08202739359
626	0.0820028625
627	0.08198531275
628	0.08196641981
629	0.08193528382
630	0.08188467685
631	0.08185681357
632	0.08182825904
633	0.08177047659
634	0.08172124782
635	0.0816624639
636	0.08164842741
637	0.08162835473
638	0.08161170091
639	0.08154317538
640	0.08145573888
641	0.08144507916
642	0.08139941003
643	0.08138869624
644	0.08137258924
645	0.08136560082
646	0.08135730669
647	0.08134801255
648	0.08133755695
649	0.08129213294
650	0.08123863282
651	0.08122439987
652	0.08119670693
653	0.08114622067
654	0.08111823242
655	0.08109934974
656	0.08108839126
657	0.08107480634
658	0.08104268977
659	0.08103075915
660	0.08098825666
661	0.08097032257
662	0.08095781893
663	0.08087073344
664	0.08081605184
665	0.08076982242
666	0.08070909242
667	0.0806777966
668	0.08064121246
669	0.08060178792
670	0.08059531073
671	0.08058104172
672	0.08057489812
673	0.08054852238
674	0.08052614839
675	0.08050556093
676	0.08047317251
677	0.08046089732
678	0.08040104057
679	0.0803907683
680	0.08036955736
681	0.08033674668
682	0.08028284269
683	0.0802705667
684	0.08022583375
685	0.08020349602
686	0.08017956013
687	0.08012765526
688	0.08009944879
689	0.08004836992
690	0.07999314316
691	0.07997558429
692	0.07996684837
693	0.0799285784
694	0.0798890508
695	0.07982343369
696	0.07978674018
697	0.07974205392
698	0.07972988584
699	0.07968687184
700	0.07968004584
701	0.07961516333
702	0.07960798752
703	0.07957429745
704	0.07956047128
705	0.07952410254
706	0.07950997244
707	0.07947116285
708	0.07946108161
709	0.07943015877
710	0.07940194029
711	0.07939296503
712	0.07938482356
713	0.07931262228
714	0.07928946309
715	0.07928061152
716	0.07922121572
717	0.07916033779
718	0.07910557161
719	0.07909156982
720	0.07902821683
721	0.07901372668
722	0.07899673014
723	0.07898483811
724	0.07897706523
725	0.07893657074
726	0.07891745479
727	0.07890748617
728	0.07888542734
729	0.07885828409
730	0.07884381539
731	0.07883335205
732	0.07878787004
733	0.07878400428
734	0.0787531741
735	0.07874547902
736	0.07871085833
737	0.07870492127
738	0.07862251981
739	0.07861524771
740	0.07859557682
741	0.07858684714
742	0.07857185775
743	0.07854214384
744	0.07853261889
745	0.07848442701
746	0.07844625117
747	0.07841563743
748	0.07834396881
749	0.07831423751
750	0.07826950242
751	0.0782324985
752	0.07818911736
753	0.07814127429
754	0.07810341218
755	0.07807956518
756	0.07805141919
757	0.07799280714
758	0.07798608818
759	0.07798055212
760	0.07796899757
761	0.07796072856
762	0.07794859074
763	0.07793443179
764	0.07791589247
765	0.07787166898
766	0.07781897343
767	0.07780264555
768	0.07779271178
769	0.07774680558
770	0.07773462503
771	0.07767479836
772	0.07763291937
773	0.07761514319
774	0.07757538701
775	0.07756297146
776	0.07752686992
777	0.07751195756
778	0.07750398275
779	0.0774464219
780	0.07741522455
781	0.0774002697
782	0.0773948209
783	0.07737758236
784	0.07736684789
785	0.07736150156
786	0.07733969461
787	0.07733217818
788	0.0773105156
789	0.07730403076
790	0.07729768832
791	0.07729426613
792	0.07728589719
793	0.07727323494
794	0.07723434501
795	0.07719903402
796	0.0771788376
797	0.07715162638
798	0.07713553904
799	0.07712610687
800	0.07705851685
801	0.07704660458
802	0.07700401746
803	0.07699363991
804	0.07694092007
805	0.07690712039
806	0.07689953879
807	0.0768870444
808	0.07687827527
809	0.07685559874
810	0.07685009913
811	0.07684158096
812	0.07683649658
813	0.07681910338
814	0.07679608439
815	0.07677561986
816	0.07676889717
817	0.076758886
818	0.07675405751
819	0.07674666322
820	0.07672717378
821	0.07671154633
822	0.07667914595
823	0.07666461245
824	0.07665412067
825	0.07664471346
826	0.07657780563
827	0.07653300213
828	0.07648268891
829	0.07646296109
830	0.07645327194
831	0.07638766397
832	0.07633179853
833	0.07627072404
834	0.07623829424
835	0.07618537659
836	0.07616710637
837	0.07612043759
838	0.07611036791
839	0.07609898629
840	0.07609671356
841	0.0760396187
842	0.07602186869
843	0.07596137527
844	0.07589895107
845	0.07586247847
846	0.07585824271
847	0.0758275546
848	0.07580721212
849	0.07579702121
850	0.07578292979
851	0.07577649866
852	0.075762391
853	0.07575851993
854	0.07573331567
855	0.07572049291
856	0.07571499068
857	0.07569982728
858	0.07567511872
859	0.07564899177
860	0.07564834826
861	0.0756197423
862	0.0756063711
863	0.07559849317
864	0.0755857065
865	0.07557943159
866	0.07555485329
867	0.07552077045
868	0.07550021163
869	0.07548256411
870	0.07543921577
871	0.07540253111
872	0.07539280737
873	0.07538194666
874	0.07536225423
875	0.07535901537
876	0.07534374608
877	0.07533727974
878	0.0753149052
879	0.07530196482
880	0.07529662406
881	0.07528280065
882	0.07527514175
883	0.07526372923
884	0.0752568941
885	0.07521685729
886	0.0752020746
887	0.0751911063
888	0.07516928116
889	0.07515269783
890	0.07510399425
891	0.07506981255
892	0.07505971359
893	0.07502646811
894	0.0750007022
895	0.0749962799
896	0.07498915402
897	0.07494999377
898	0.0749345758
899	0.07492716214
900	0.07490352436
901	0.07488402063
902	0.07485471213
903	0.07485412573
904	0.07484841808
905	0.07481473893
906	0.07480547409
907	0.07480025121
908	0.07478277368
909	0.07474492584
910	0.07473808949
911	0.074696898
912	0.07469115759
913	0.0746590351
914	0.07463779189
915	0.07463269699
916	0.07461738469
917	0.0746113183
918	0.07459989445
919	0.07457703289
920	0.0745223352
921	0.07446909152
922	0.07444042694
923	0.07441322566
924	0.07436858739
925	0.0743524727
926	0.07435200257
927	0.07431647835
928	0.07430859434
929	0.07429340599
930	0.07427358381
931	0.07426618847
932	0.07425413368
933	0.0742098873
934	0.07417959709
935	0.07417301039
936	0.07415803907
937	0.07415289643
938	0.074149669
939	0.0741446827
940	0.07412410567
941	0.07411852417
942	0.07406135107
943	0.07404965971
944	0.07401307622
945	0.07399923469
946	0.07395795733
947	0.07391755743
948	0.07391162771
949	0.07389977689
950	0.07389362186
951	0.07388312302
952	0.07387130538
953	0.07385607761
954	0.07383086432
955	0.07382646961
956	0.07378508368
957	0.0737687037
958	0.07373139817
959	0.07372571033
960	0.0737166555
961	0.07370995768
962	0.07370293434
963	0.0736816721
964	0.07367848731
965	0.07364580111
966	0.07361722628
967	0.07361247153
968	0.07358979615
969	0.07354189433
970	0.07351341988
971	0.07348412235
972	0.07347708833
973	0.07346027987
974	0.07343155459
975	0.07342671377
976	0.07341601808
977	0.07341034968
978	0.07337096032
979	0.07332714769
980	0.07332017624
981	0.07331006608
982	0.07330446967
983	0.07329442956
984	0.07328911739
985	0.0732688965
986	0.07320253575
987	0.07319496761
988	0.07318634979
989	0.07317379504
990	0.07316588322
991	0.07315640305
992	0.07315219663
993	0.0731330592
994	0.07310063988
995	0.07303138709
996	0.07301583569
997	0.07301079344
998	0.07300033275
999	0.07299098392
