P,D,Q,RMSE,RSS,MSE,MAE,MAPE,R2,durbin_watson,aic,bic
8,0,9,0.31091028481660316,110.73677430060336,0.09817089920266264,0.17073663413826548,0.007572298030866261,0.9959140760183276,1.754303207764858,-2615.94033646107,-2520.4045092519673
8,1,9,0.9012952710954788,922.631550210724,0.8179357714634076,0.19170532515496203,0.008303163023286032,0.965093568326134,1.0881079216591627,-206.23662671784163,-115.72900094079753
8,2,9,0.9994486862719592,1134.9620525073726,1.006172032364693,0.20482085163812877,0.008758023517384457,0.9570887468420372,2.0002834781001404,26.552492206369124,117.06011798341322
8,3,9,1.2566593278453895,1795.0770266497445,1.5913803427745972,0.2255293456613182,0.009486613982761627,0.9321426548070162,2.628539066855548,542.727534405375,633.2351601824191
8,4,9,1.6388483284294595,3053.882583401291,2.707342715781286,0.262967424546427,0.010879347801023762,0.8845012998290409,2.985091947284402,1141.4450884544472,1231.952714231491
